,accuracy_diff_4.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,rank_total,rank_fin
CCDC138.rescaled,5315.5,5268.5,5267.5,5315.5,8753.0,9373.0,9211.0,8502.0,57006.0,0.5295335243173426
KLF9.rescaled,13299.0,13609.5,13450.5,12903.5,1036.0,1108.0,704.0,897.0,57007.5,0.5295211048369737
PCBP3.rescaled,5315.5,5268.5,5267.5,5315.5,4820.0,9795.0,11764.0,9465.0,57011.0,0.5294921260494461
ANKRD40.rescaled,5315.5,5268.5,5267.5,5315.5,8663.0,9030.0,9401.0,8751.0,57012.0,0.5294838463958669
PAM16.rescaled,12456.0,11811.0,11785.5,11804.5,2692.0,2340.0,2038.0,2087.0,57014.0,0.5294672870887083
MCM2.rescaled,540.0,11811.0,11275.5,11279.5,10569.0,6264.0,3705.0,1571.0,57015.0,0.5294590074351289
ASMTL.rescaled,5315.5,5268.5,5267.5,5315.5,10594.0,6916.0,8617.0,9724.0,57018.0,0.5294341684743911
TDRD3.rescaled,5315.5,5268.5,5267.5,5315.5,8990.0,8811.0,8270.0,9788.0,57026.0,0.5293679312457567
SLC6A14.rescaled,264.0,533.5,5267.5,371.0,13828.0,14236.0,7988.0,14539.0,57027.0,0.5293596515921775
IKZF3.rescaled,5315.5,5268.5,5267.5,5315.5,10343.0,8022.0,8795.0,8703.0,57030.0,0.5293348126314394
DNAJC19.rescaled,5315.5,5268.5,5267.5,5315.5,9130.0,9179.0,9299.0,8256.0,57031.0,0.5293265329778603
MRPL37.rescaled,12456.0,13288.5,12701.5,11804.5,1702.0,1440.0,1268.0,2372.0,57032.5,0.5293141134974912
RAB24.rescaled,11804.0,11316.5,11275.5,11279.5,2647.0,3610.0,2572.0,2531.0,57035.5,0.5292892745367535
TEX22.rescaled,12922.5,13455.0,12701.5,12691.5,1299.0,1395.0,1231.0,1340.0,57035.5,0.5292892745367535
TACO1.rescaled,5315.5,5268.5,5267.5,5315.5,8651.0,10161.0,7602.0,9456.0,57037.0,0.5292768550563844
PCDH7.rescaled,5315.5,5268.5,5267.5,5315.5,8698.0,9692.0,8517.0,8964.0,57038.0,0.5292685754028051
SLC25A20.rescaled,5315.5,5268.5,5267.5,5315.5,8520.0,8625.0,9518.0,9213.0,57043.0,0.5292271771349086
FCRLB.rescaled,5315.5,5268.5,5267.5,5315.5,9220.0,8573.0,9689.0,8395.0,57044.0,0.5292188974813294
PRSS23.rescaled,5315.5,10450.5,10433.5,550.0,5340.0,6806.0,11422.0,6727.0,57044.5,0.5292147576545397
DUSP6.rescaled,10495.0,11316.5,5267.5,5315.5,6591.0,7618.0,4863.0,5580.0,57046.5,0.5291981983473811
ZNF544.rescaled,5315.5,5268.5,5267.5,5315.5,9403.0,8566.0,9272.0,8641.0,57049.0,0.5291774992134329
AASDHPPT.rescaled,10495.0,5268.5,5267.5,11804.5,6804.0,5466.0,5907.0,6040.0,57052.5,0.5291485204259054
ACTR8.rescaled,5315.5,5268.5,5267.5,5315.5,9571.0,8877.0,8607.0,8835.0,57057.0,0.5291112619847986
FAR2.rescaled,13451.0,13881.0,13600.5,13454.0,325.0,449.0,821.0,1085.0,57066.5,0.5290326052757952
RNF20.rescaled,5315.5,5268.5,5267.5,5315.5,9597.0,8477.0,10034.0,7792.0,57067.0,0.5290284654490056
HNRNPA2B1.rescaled,5315.5,5268.5,5267.5,550.0,10487.0,8649.0,11198.0,10338.0,57073.5,0.5289746477007402
DOK4.rescaled,5315.5,5268.5,5267.5,10462.0,7725.0,8207.0,7489.0,7339.0,57073.5,0.5289746477007402
EZR.rescaled,5315.5,5268.5,5267.5,5315.5,7852.0,8515.0,9893.0,9651.0,57078.0,0.5289373892596334
PELI3.rescaled,12708.5,11316.5,11275.5,12172.0,3906.0,1932.0,1535.0,2237.0,57082.5,0.5289001308185266
SLC30A6.rescaled,5315.5,5268.5,5267.5,10462.0,7729.0,8140.0,8406.0,6498.0,57086.5,0.5288670122042094
STRN.rescaled,5315.5,5268.5,5267.5,5315.5,9288.0,9219.0,9170.0,8247.0,57091.0,0.5288297537631026
CCR7.rescaled,5315.5,5268.5,5267.5,5315.5,8911.0,8618.0,8207.0,10188.0,57091.0,0.5288297537631026
UVRAG.rescaled,5315.5,5268.5,5267.5,5315.5,6929.0,10531.0,10932.0,7534.0,57093.0,0.528813194455944
SERF1B.rescaled,5315.5,5268.5,5267.5,5315.5,9682.0,7779.0,9374.0,9097.0,57099.0,0.5287635165344682
UBA5.rescaled,5315.5,5268.5,5267.5,5315.5,9224.0,9516.0,8745.0,8448.0,57100.0,0.5287552368808889
FXN.rescaled,5315.5,5268.5,5267.5,5315.5,10022.0,8441.0,9338.0,8137.0,57105.0,0.5287138386129924
APLN.rescaled,5315.5,10450.5,11785.5,10462.0,6005.0,5779.0,3572.0,3741.0,57110.5,0.5286683005183064
ZNF488.rescaled,5315.5,5268.5,5267.5,5315.5,8189.0,10562.0,6504.0,10691.0,57113.0,0.5286476013843581
HOXD13.rescaled,5315.5,5268.5,5267.5,5315.5,7448.0,10092.0,9858.0,8550.0,57115.0,0.5286310420771995
LYPD5.rescaled,5315.5,5268.5,5267.5,11279.5,7585.0,7678.0,7386.0,7338.0,57118.0,0.5286062031164616
TSC1.rescaled,12708.5,12710.0,12935.0,13454.0,1470.0,1366.0,1170.0,1306.0,57119.5,0.5285937836360927
ATPAF2.rescaled,12708.5,13288.5,12701.5,12903.5,1486.0,1424.0,1312.0,1305.0,57129.0,0.5285151269270894
MAP1LC3A.rescaled,5315.5,5268.5,5267.5,5315.5,9028.0,8654.0,8963.0,9318.0,57130.0,0.52850684727351
MYO6.rescaled,5315.5,10450.5,11275.5,11804.5,4341.0,4866.0,4129.0,4956.0,57138.0,0.5284406100448757
RPS26.rescaled,13868.0,14122.0,13450.5,14538.5,182.0,160.0,364.0,457.0,57142.0,0.5284074914305585
ZNF430.rescaled,5315.5,5268.5,5267.5,5315.5,8711.0,9068.0,8967.0,9231.0,57144.0,0.5283909321233999
ZNF451.rescaled,5315.5,10450.5,10433.5,10462.0,5956.0,4747.0,5436.0,4352.0,57152.5,0.5283205550679759
USP44.rescaled,12922.5,12928.0,13600.5,13738.5,1079.0,1211.0,938.0,736.0,57153.5,0.5283122754143967
S1PR4.rescaled,10495.0,5268.5,11275.5,11279.5,3991.0,5521.0,4838.0,4490.0,57158.5,0.5282708771465001
DCDC2.rescaled,14228.0,14236.5,14116.5,14538.5,13.0,12.0,7.0,8.0,57159.5,0.5282625974929209
CDK5.rescaled,13590.5,13609.5,13293.0,13872.5,523.0,835.0,561.0,877.0,57161.5,0.5282460381857623
TNFRSF10A.rescaled,5315.5,10450.5,5267.5,5315.5,6056.0,7147.0,9506.0,8107.0,57165.0,0.5282170593982347
GABBR1.rescaled,5315.5,5268.5,5267.5,5315.5,9525.0,8912.0,7616.0,9947.0,57167.0,0.5282005000910761
KLF1.rescaled,10495.0,11316.5,11275.5,10462.0,2132.0,3322.0,4377.0,3790.0,57170.0,0.5281756611303383
UBTD2.rescaled,5315.5,5268.5,5267.5,5315.5,9935.0,8792.0,8357.0,8920.0,57171.0,0.528167381476759
ZNF512B.rescaled,5315.5,5268.5,5267.5,5315.5,9763.0,9306.0,8256.0,8684.0,57176.0,0.5281259832088625
PCYOX1L.rescaled,13868.0,13748.0,13729.5,13738.5,352.0,567.0,559.0,620.0,57182.0,0.5280763052873867
TAF1B.rescaled,5315.5,5268.5,5267.5,5315.5,8738.0,8304.0,10566.0,8407.0,57182.0,0.5280763052873867
TPPP.rescaled,5315.5,5268.5,5267.5,5315.5,9308.0,7014.0,10518.0,9179.0,57186.0,0.5280431866730696
CRYZ.rescaled,5315.5,5268.5,5267.5,5315.5,8946.0,9022.0,8776.0,9282.0,57193.0,0.5279852290980145
ADCY7.rescaled,5315.5,5268.5,5267.5,5315.5,9376.0,9534.0,9572.0,7545.0,57194.0,0.5279769494444353
KCTD19.rescaled,5315.5,5268.5,5267.5,5315.5,9894.0,8203.0,8206.0,9729.0,57199.0,0.5279355511765388
TNFRSF10B.rescaled,5315.5,5268.5,5267.5,5315.5,10004.0,7338.0,8940.0,9750.0,57199.0,0.5279355511765388
MRPS23.rescaled,10495.0,12168.0,11785.5,11804.5,2898.0,3348.0,1915.0,2785.0,57199.0,0.5279355511765388
RAP1GAP.rescaled,118.0,58.5,73.0,128.5,14101.0,14045.0,14471.0,14207.0,57202.0,0.5279107122158009
BRIP1.rescaled,5315.5,5268.5,10433.5,5315.5,11871.0,6540.0,5762.0,6698.0,57204.0,0.5278941529086423
ZNF792.rescaled,5315.5,5268.5,5267.5,5315.5,9750.0,9272.0,8360.0,8658.0,57207.0,0.5278693139479045
TBP.rescaled,5315.5,10450.5,10433.5,5315.5,6415.0,6645.0,5463.0,7170.0,57208.0,0.5278610342943251
TCEAL2.rescaled,13997.0,14348.5,14116.5,14099.0,183.0,95.0,241.0,133.0,57213.0,0.5278196360264287
PALLD.rescaled,12922.5,12458.0,11275.5,12455.5,2242.0,2003.0,2275.0,1586.0,57217.5,0.5277823775853219
ELANE.rescaled,12161.0,10450.5,5267.5,12172.0,2385.0,6834.0,4972.0,2982.0,57224.0,0.5277285598370565
ASXL3.rescaled,5315.5,5268.5,5267.5,5315.5,9035.0,9089.0,9012.0,8925.0,57228.0,0.5276954412227393
VNN1.rescaled,11804.0,10450.5,11275.5,12172.0,2837.0,2283.0,2802.0,3606.0,57230.0,0.5276788819155807
CEBPZ.rescaled,5315.5,5268.5,5267.5,5315.5,8941.0,8722.0,8823.0,9579.0,57232.0,0.527662322608422
SLC35G6.rescaled,154.0,90.5,48.0,39.5,14818.0,14745.0,12604.0,14735.0,57234.0,0.5276457633012634
JAZF1.rescaled,5315.5,5268.5,10433.5,10462.0,7818.0,5627.0,8176.0,4134.0,57234.5,0.5276416234744739
ACTR3.rescaled,5315.5,5268.5,5267.5,5315.5,9126.0,8752.0,9084.0,9106.0,57235.0,0.5276374836476843
ANKRD17.rescaled,5315.5,5268.5,5267.5,5315.5,7308.0,9652.0,7629.0,11479.0,57235.0,0.5276374836476843
PTCD3.rescaled,10495.0,5268.5,10433.5,5315.5,10398.0,4755.0,7136.0,3442.0,57243.5,0.5275671065922602
PCGF2.rescaled,5315.5,5268.5,5267.5,5315.5,8896.0,8698.0,9178.0,9305.0,57244.0,0.5275629667654705
SLC12A3.rescaled,5315.5,5268.5,5267.5,5315.5,9018.0,9749.0,9322.0,7990.0,57246.0,0.5275464074583119
ZSCAN16.rescaled,5315.5,5268.5,5267.5,5315.5,9234.0,8787.0,8794.0,9271.0,57253.0,0.5274884498832568
ARMC7.rescaled,264.0,533.5,152.0,206.5,13967.0,13718.0,14395.0,14018.0,57254.0,0.5274801702296776
ATR.rescaled,5315.5,5268.5,5267.5,5315.5,9480.0,8384.0,9241.0,8983.0,57255.0,0.5274718905760982
SYTL4.rescaled,5315.5,5268.5,5267.5,5315.5,8499.0,9716.0,7941.0,9940.0,57263.0,0.5274056533474639
SGPL1.rescaled,5315.5,5268.5,5267.5,5315.5,7441.0,9203.0,10791.0,8667.0,57269.0,0.5273559754259882
LRRCC1.rescaled,5315.5,5268.5,5267.5,5315.5,9196.0,10264.0,8550.0,8096.0,57273.0,0.527322856811671
PACS2.rescaled,5315.5,5268.5,5267.5,5315.5,9112.0,9019.0,8918.0,9060.0,57276.0,0.5272980178509331
MLLT3.rescaled,11804.0,10450.5,5267.5,11279.5,2375.0,3273.0,3101.0,9732.0,57282.5,0.5272442001026677
PHF23.rescaled,5315.5,5268.5,5267.5,5315.5,9307.0,8832.0,9061.0,8917.0,57284.0,0.5272317806222988
CD38.rescaled,11804.0,13288.5,11785.5,12172.0,1976.0,2055.0,1679.0,2524.0,57284.0,0.5272317806222988
KIAA0895L.rescaled,5315.5,5268.5,5267.5,5315.5,8045.0,8404.0,9898.0,9770.0,57284.0,0.5272317806222988
TMCO4.rescaled,5315.5,5268.5,5267.5,5315.5,11489.0,6144.0,9822.0,8665.0,57287.0,0.5272069416615609
ASB12.rescaled,5315.5,5268.5,5267.5,5315.5,9760.0,6006.0,12564.0,7801.0,57298.0,0.5271158654721886
STX11.rescaled,10495.0,12168.0,11275.5,5315.5,4584.0,3367.0,5948.0,4156.0,57309.0,0.5270247892828164
CYP2A6.rescaled,48.5,58.5,31.5,206.5,14339.0,14790.0,12867.0,14973.0,57314.0,0.52698339101492
HMCN1.rescaled,5315.5,5268.5,5267.5,5315.5,9249.0,9008.0,8829.0,9065.0,57318.0,0.5269502724006028
CORO2B.rescaled,13868.0,14004.5,13729.5,13277.5,711.0,500.0,667.0,564.0,57321.5,0.5269212936130752
AP2B1.rescaled,5315.5,5268.5,5267.5,11279.5,7723.0,8129.0,7223.0,7121.0,57327.0,0.5268757555183892
ART3.rescaled,11804.0,10450.5,10433.5,10462.0,3930.0,3928.0,2625.0,3694.0,57327.0,0.5268757555183892
SIRT1.rescaled,5315.5,5268.5,5267.5,5315.5,8268.0,9263.0,9505.0,9127.0,57330.0,0.5268509165576511
RNF44.rescaled,5315.5,5268.5,5267.5,5315.5,9591.0,9435.0,7719.0,9421.0,57333.0,0.5268260775969134
ZNF772.rescaled,13451.0,12710.0,13450.5,13738.5,958.0,737.0,824.0,1465.0,57334.0,0.526817797943334
DVL3.rescaled,5315.5,5268.5,5267.5,5315.5,9254.0,9321.0,9670.0,7922.0,57334.0,0.526817797943334
TXNDC5.rescaled,11804.0,12168.0,12442.0,11804.5,2052.0,2358.0,2581.0,2130.0,57339.5,0.526772259848648
STAP1.rescaled,11311.0,11316.5,5267.5,11804.5,4306.0,3938.0,5021.0,4375.0,57339.5,0.526772259848648
FAM111A.rescaled,5315.5,5268.5,5267.5,5315.5,8661.0,7833.0,9305.0,10376.0,57342.0,0.5267515607146998
ELOVL1.rescaled,5315.5,5268.5,5267.5,5315.5,9149.0,8605.0,9660.0,8779.0,57360.0,0.5266025269502723
IL6.rescaled,14330.0,14122.0,13998.0,14418.0,144.0,111.0,124.0,113.0,57360.0,0.5266025269502723
CCL14.rescaled,12922.5,12710.0,12442.0,12172.0,1627.0,2446.0,1548.0,1498.0,57365.5,0.5265569888555863
LXN.rescaled,5315.5,5268.5,5267.5,5315.5,8867.0,8858.0,9315.0,9161.0,57368.0,0.5265362897216381
ATF3.rescaled,14116.5,14236.5,14116.5,13989.0,283.0,221.0,189.0,221.0,57372.5,0.5264990312805312
EML5.rescaled,12161.0,13115.5,12155.5,13093.5,2073.0,827.0,1379.0,2571.0,57375.5,0.5264741923197933
CD72.rescaled,5315.5,5268.5,5267.5,5315.5,9269.0,8972.0,9528.0,8443.0,57379.0,0.5264452135322658
LRRN3.rescaled,13997.0,14004.5,14116.5,13602.0,301.0,356.0,706.0,302.0,57385.0,0.5263955356107901
RAB28.rescaled,5315.5,5268.5,5267.5,5315.5,9219.0,8285.0,8909.0,9832.0,57412.0,0.5261719849641491
ASAP2.rescaled,11804.0,10450.5,11785.5,11804.5,1758.0,2892.0,1289.0,5629.0,57412.5,0.5261678451373595
KCNJ5.rescaled,5315.5,5268.5,5267.5,5315.5,10149.0,9494.0,6867.0,9736.0,57413.0,0.5261637053105699
PSEN2.rescaled,154.0,111.0,263.0,102.5,13894.0,14517.0,14671.0,13701.0,57413.5,0.5261595654837802
SNAP91.rescaled,5315.5,11316.5,11275.5,11279.5,3245.0,6590.0,3552.0,4841.0,57415.0,0.5261471460034113
NME5.rescaled,13299.0,12710.0,12935.0,13277.5,1194.0,1744.0,1027.0,1234.0,57420.5,0.5261016079087251
CRIM1.rescaled,12708.5,13288.5,13998.0,13454.0,844.0,846.0,880.0,1403.0,57422.0,0.5260891884283562
U2AF1.rescaled,5315.5,5268.5,5267.5,5315.5,10349.0,8099.0,9983.0,7828.0,57426.0,0.526056069814039
NXPH2.rescaled,5315.5,5268.5,5267.5,5315.5,9074.0,9253.0,9416.0,8518.0,57428.0,0.5260395105068805
DNM1L.rescaled,5315.5,5268.5,5267.5,5315.5,9044.0,9482.0,8986.0,8750.0,57429.0,0.5260312308533011
LCN6.rescaled,14430.0,14458.0,13998.0,14099.0,168.0,105.0,102.0,72.0,57432.0,0.5260063918925633
CNPY4.rescaled,5315.5,5268.5,5267.5,5315.5,10039.0,7480.0,9225.0,9521.0,57432.0,0.5260063918925633
PDS5A.rescaled,10495.0,5268.5,11275.5,5315.5,6568.0,5271.0,7433.0,5808.0,57434.5,0.525985692758615
CRYBA2.rescaled,5315.5,5268.5,5267.5,5315.5,8893.0,9554.0,9018.0,8805.0,57437.0,0.5259649936246668
PKN1.rescaled,5315.5,5268.5,5267.5,5315.5,9443.0,8980.0,8791.0,9056.0,57437.0,0.5259649936246668
FAM193A.rescaled,5315.5,5268.5,5267.5,5315.5,9474.0,9153.0,8896.0,8748.0,57438.0,0.5259567139710875
PELP1.rescaled,12161.0,5268.5,10433.5,5315.5,12155.0,4199.0,3311.0,4598.0,57441.5,0.5259277351835598
KIFC3.rescaled,10495.0,10450.5,12155.5,11279.5,3240.0,3272.0,2871.0,3680.0,57443.5,0.5259111758764013
SEC24A.rescaled,5315.5,5268.5,5267.5,5315.5,9100.0,9637.0,9230.0,8312.0,57446.0,0.525890476742453
KCNMB2.rescaled,5315.5,5268.5,5267.5,5315.5,8319.0,8777.0,9375.0,9811.0,57449.0,0.5258656377817152
FAM185A.rescaled,5315.5,5268.5,5267.5,5315.5,9008.0,8901.0,9417.0,8961.0,57454.0,0.5258242395138187
C12orf75.rescaled,540.0,5268.5,5267.5,550.0,12207.0,11328.0,10031.0,12263.0,57455.0,0.5258159598602394
SLC25A6.rescaled,5315.5,5268.5,5267.5,5315.5,7971.0,9528.0,8968.0,9822.0,57456.0,0.5258076802066601
NAA50.rescaled,5315.5,5268.5,5267.5,5315.5,9442.0,8530.0,9993.0,8325.0,57457.0,0.5257994005530808
POLR2L.rescaled,540.0,5268.5,263.0,550.0,12353.0,11697.0,13270.0,13518.0,57459.5,0.5257787014191326
ZNF846.rescaled,5315.5,5268.5,5267.5,5315.5,8729.0,9195.0,8817.0,9558.0,57466.0,0.5257248836708672
ORMDL3.rescaled,5315.5,5268.5,5267.5,5315.5,7864.0,10586.0,8717.0,9137.0,57471.0,0.5256834854029707
XPO4.rescaled,13120.5,13455.0,13729.5,13277.5,1241.0,1000.0,902.0,752.0,57477.5,0.5256296676547053
GBA2.rescaled,5315.5,5268.5,5267.5,5315.5,8861.0,8548.0,9286.0,9624.0,57486.0,0.5255592905992813
RDH13.rescaled,5315.5,5268.5,5267.5,5315.5,8579.0,9029.0,8900.0,9813.0,57488.0,0.5255427312921228
TAF13.rescaled,5315.5,5268.5,5267.5,5315.5,9656.0,9188.0,7832.0,9656.0,57499.0,0.5254516551027505
ACHE.rescaled,5315.5,270.5,524.5,5315.5,10154.0,12939.0,11645.0,11342.0,57506.0,0.5253936975276954
BOP1.rescaled,10495.0,5268.5,10433.5,10462.0,4668.0,3926.0,6778.0,5482.0,57513.0,0.5253357399526404
HELZ.rescaled,5315.5,5268.5,5267.5,5315.5,9052.0,9319.0,8948.0,9030.0,57516.0,0.5253109009919025
KCNMB1.rescaled,5315.5,5268.5,5267.5,5315.5,8693.0,9396.0,9391.0,8869.0,57516.0,0.5253109009919025
ZNF608.rescaled,14228.0,14122.0,14651.0,14418.0,23.0,30.0,29.0,17.0,57518.0,0.525294341684744
PIGK.rescaled,5315.5,5268.5,5267.5,5315.5,9427.0,8090.0,9595.0,9243.0,57522.0,0.5252612230704268
TFAP2B.rescaled,14116.5,14004.5,14329.0,14099.0,256.0,386.0,172.0,160.0,57523.0,0.5252529434168474
MMP27.rescaled,13868.0,14236.5,13600.5,13989.0,614.0,298.0,440.0,478.0,57524.0,0.5252446637632682
UBASH3B.rescaled,5315.5,10450.5,11275.5,5315.5,6612.0,6114.0,6205.0,6236.0,57524.0,0.5252446637632682
RALGAPA2.rescaled,5315.5,5268.5,5267.5,5315.5,9107.0,7628.0,9129.0,10495.0,57526.0,0.5252281044561096
FXR2.rescaled,13731.5,13881.0,13600.5,12903.5,741.0,899.0,1142.0,628.0,57526.5,0.52522396462932
ZNF366.rescaled,5315.5,5268.5,5267.5,5315.5,7982.0,10202.0,7315.0,10861.0,57527.0,0.5252198248025303
ZBTB47.rescaled,11804.0,11316.5,11785.5,11279.5,2016.0,1914.0,1686.0,5730.0,57531.5,0.5251825663614235
RECK.rescaled,5315.5,5268.5,5267.5,5315.5,9317.0,9380.0,9041.0,8630.0,57535.0,0.525153587573896
LHX2.rescaled,5315.5,5268.5,5267.5,5315.5,9870.0,9448.0,8212.0,8841.0,57538.0,0.525128748613158
ARSD.rescaled,5315.5,5268.5,5267.5,5315.5,8467.0,9556.0,9256.0,9100.0,57546.0,0.5250625113845236
BMP3.rescaled,5315.5,5268.5,5267.5,5315.5,9329.0,9165.0,9076.0,8812.0,57549.0,0.5250376724237857
GAD1.rescaled,12922.5,12458.0,12701.5,12172.0,2630.0,1725.0,1927.0,1015.0,57551.0,0.5250211131166271
EIF6.rescaled,5315.5,5268.5,5267.5,5315.5,8798.0,9189.0,9386.0,9011.0,57551.0,0.5250211131166271
RNF186.rescaled,5315.5,533.5,354.5,5315.5,11720.0,11708.0,10025.0,12582.0,57554.0,0.5249962741558893
ADAMTS16.rescaled,14330.0,14004.5,14116.5,14312.0,254.0,197.0,141.0,200.0,57555.0,0.52498799450231
CLEC2B.rescaled,12708.5,10450.5,10433.5,11279.5,3302.0,3439.0,3072.0,2878.0,57563.0,0.5249217572736757
SCML4.rescaled,5315.5,5268.5,5267.5,5315.5,9962.0,8963.0,9652.0,7823.0,57567.0,0.5248886386593585
FBXO22.rescaled,10495.0,10450.5,5267.5,5315.5,6432.0,6502.0,5539.0,7568.0,57569.5,0.5248679395254103
AFTPH.rescaled,5315.5,5268.5,5267.5,5315.5,8937.0,9250.0,8567.0,9649.0,57570.0,0.5248637996986206
NKAIN1.rescaled,13731.5,12710.0,13129.0,12691.5,1385.0,1475.0,1072.0,1388.0,57582.0,0.5247644438556691
CLDN18.rescaled,5315.5,5268.5,5267.5,5315.5,8759.0,9638.0,9045.0,8975.0,57584.0,0.5247478845485105
TBX21.rescaled,12922.5,12928.0,13129.0,13454.0,1280.0,1242.0,1337.0,1296.0,57588.5,0.5247106261074037
SPAST.rescaled,5315.5,5268.5,5267.5,5315.5,9258.0,8934.0,9488.0,8743.0,57590.0,0.5246982066270347
KIR2DL3.rescaled,5315.5,5268.5,5267.5,550.0,9449.0,10990.0,10257.0,10497.0,57594.5,0.5246609481859279
WNT10A.rescaled,5315.5,5268.5,5267.5,5315.5,9079.0,9436.0,9189.0,8727.0,57598.0,0.5246319693984003
PRKCSH.rescaled,5315.5,5268.5,5267.5,5315.5,9205.0,9066.0,8755.0,9406.0,57599.0,0.5246236897448211
ZC3HAV1L.rescaled,12456.0,12458.0,11785.5,12455.5,2056.0,2410.0,2006.0,1973.0,57600.0,0.5246154100912418
TIMM22.rescaled,5315.5,5268.5,5267.5,5315.5,10332.0,10579.0,8636.0,6887.0,57601.0,0.5246071304376625
ERLIN2.rescaled,5315.5,5268.5,5267.5,5315.5,9594.0,9577.0,8972.0,8294.0,57604.0,0.5245822914769246
UCK1.rescaled,10495.0,11811.0,10433.5,11279.5,1570.0,1331.0,8994.0,1691.0,57605.0,0.5245740118233453
ALYREF.rescaled,13868.0,12458.0,13865.5,13872.5,981.0,839.0,843.0,878.0,57605.0,0.5245740118233453
SERINC2.rescaled,5315.5,5268.5,5267.5,5315.5,8643.0,9480.0,9937.0,8379.0,57606.0,0.5245657321697661
RAB38.rescaled,5315.5,5268.5,5267.5,5315.5,10944.0,10852.0,6071.0,8572.0,57606.0,0.5245657321697661
RAN.rescaled,5315.5,5268.5,5267.5,5315.5,8809.0,9256.0,9212.0,9172.0,57616.0,0.5244829356339731
MSMO1.rescaled,5315.5,5268.5,5267.5,5315.5,9276.0,9318.0,8843.0,9021.0,57625.0,0.5244084187517595
ADAMTS9.rescaled,11311.0,12928.0,13129.0,11279.5,2515.0,2504.0,2019.0,1951.0,57636.5,0.5243132027355976
C1GALT1.rescaled,5315.5,5268.5,5267.5,5315.5,9661.0,8307.0,8899.0,9604.0,57638.0,0.5243007832552287
NME1.rescaled,12161.0,12168.0,12155.5,12903.5,2054.0,2214.0,1858.0,2131.0,57645.0,0.5242428256801736
CARD8.rescaled,5315.5,5268.5,5267.5,5315.5,10103.0,10576.0,8417.0,7382.0,57645.0,0.5242428256801736
FAM117A.rescaled,5315.5,5268.5,5267.5,5315.5,9197.0,8493.0,9542.0,9249.0,57648.0,0.5242179867194356
NCOA4.rescaled,5315.5,5268.5,5267.5,10462.0,6906.0,7163.0,8180.0,9089.0,57651.5,0.5241890079319081
TNXB.rescaled,5315.5,5268.5,5267.5,5315.5,10630.0,3479.0,10293.0,12083.0,57652.0,0.5241848681051184
SENP5.rescaled,5315.5,5268.5,5267.5,5315.5,8745.0,8872.0,9017.0,9853.0,57654.0,0.5241683087979598
MMRN2.rescaled,5315.5,5268.5,5267.5,5315.5,9077.0,9654.0,8178.0,9580.0,57656.0,0.5241517494908012
CRIP3.rescaled,5315.5,5268.5,5267.5,5315.5,11092.0,10506.0,9037.0,5856.0,57658.0,0.5241351901836427
MCM5.rescaled,5315.5,5268.5,10433.5,5315.5,10645.0,5842.0,4873.0,9968.0,57661.0,0.5241103512229048
LCAT.rescaled,13299.0,13881.0,13998.0,13602.0,692.0,729.0,716.0,746.0,57663.0,0.5240937919157462
NCEH1.rescaled,5315.5,5268.5,5267.5,5315.5,8966.0,9434.0,8822.0,9275.0,57664.0,0.5240855122621669
COL8A2.rescaled,5315.5,5268.5,5267.5,5315.5,9409.0,8964.0,9113.0,9012.0,57665.0,0.5240772326085876
GSTA3.rescaled,13590.5,14348.5,14223.5,14210.5,328.0,401.0,249.0,316.0,57667.0,0.524060673301429
MAP4.rescaled,10495.0,11316.5,5267.5,10462.0,7468.0,4305.0,3595.0,4765.0,57674.0,0.524002715726374
KDM3B.rescaled,5315.5,5268.5,10433.5,5315.5,7339.0,9199.0,7353.0,7455.0,57679.0,0.5239613174584775
GHRL.rescaled,5315.5,5268.5,5267.5,5315.5,9326.0,8488.0,10458.0,8241.0,57680.0,0.5239530378048982
ZNF790.rescaled,5315.5,5268.5,5267.5,5315.5,9199.0,8276.0,9930.0,9110.0,57682.0,0.5239364784977396
TNFAIP6.rescaled,10495.0,11811.0,10433.5,11279.5,3856.0,2997.0,3640.0,3172.0,57684.0,0.523919919190581
TAF8.rescaled,5315.5,5268.5,5267.5,5315.5,8722.0,8999.0,8613.0,10185.0,57686.0,0.5239033598834224
TMX2.rescaled,540.0,213.5,354.5,371.0,14198.0,13663.0,14049.0,14301.0,57690.0,0.5238702412691053
FBXO21.rescaled,5315.5,5268.5,5267.5,5315.5,9612.0,8843.0,9466.0,8602.0,57690.0,0.5238702412691053
TMEM209.rescaled,5315.5,5268.5,5267.5,10462.0,4980.0,9688.0,9968.0,6742.0,57691.5,0.5238578217887364
PCDHGB1.rescaled,13590.5,13115.5,13600.5,13738.5,837.0,1196.0,837.0,777.0,57692.0,0.5238536819619467
AP3M1.rescaled,5315.5,5268.5,5267.5,5315.5,9357.0,9119.0,8391.0,9678.0,57712.0,0.5236880888903608
DCP1A.rescaled,5315.5,5268.5,5267.5,5315.5,9268.0,9669.0,9547.0,8062.0,57713.0,0.5236798092367816
MTAP.rescaled,5315.5,5268.5,5267.5,5315.5,9541.0,8474.0,9213.0,9320.0,57715.0,0.523663249929623
MTR.rescaled,13997.0,14004.5,13998.0,14099.0,370.0,307.0,463.0,479.0,57717.5,0.5236425507956748
